# Auto-generated by emojicon.py using CLDR v48
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;ihu ọchị;ezé|ihu|mara mma|na-achị ọchị|na-amụmụ ọnụ ọchị|nke ọma|obi ụtọ|ọchị
	👩🏽‍🐰‍👩🏻;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka ọcha;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏽‍🐰‍👩🏼;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏽‍🐰‍👩🏾;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji-ndịna etiti|ọtanjele ahụ ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏽‍🐰‍👩🏿;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka òji;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏾‍🐰‍👩🏻;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ maka ọcha;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏾‍🐰‍👩🏼;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏾‍🐰‍👩🏽;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji-ndịna etiti|ọtanjele ahụ ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏾‍🐰‍👩🏿;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ maka òji;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏿‍🐰‍👩🏻;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji, ọtanjele ahụ maka ọcha;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏿‍🐰‍👩🏼;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏿‍🐰‍👩🏽;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji, ọtanjele ahụ ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏿‍🐰‍👩🏾;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
🧖;onye nọ n’ụlọ okpomọọkụ mmiri ahụ;okpomọọkụ ụkọ ahụ|onye nọ n’ụlọ okpomọọkụ mmiri ahụ|ụlọ okpomọọkụ mmiri ahụ
	🧖🏻;onye nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka ọcha;okpomọọkụ ụkọ ahụ|onye nọ n’ụlọ okpomọọkụ mmiri ahụ|ọtanjele ahụ maka ọcha|ụlọ okpomọọkụ mmiri ahụ
	🧖🏼;onye nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka ọcha-ndịna etiti;okpomọọkụ ụkọ ahụ|onye nọ n’ụlọ okpomọọkụ mmiri ahụ|ọtanjele ahụ maka ọcha-ndịna etiti|ụlọ okpomọọkụ mmiri ahụ
	🧖🏽;onye nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ ndịna etiti;okpomọọkụ ụkọ ahụ|onye nọ n’ụlọ okpomọọkụ mmiri ahụ|ọtanjele ahụ ndịna etiti|ụlọ okpomọọkụ mmiri ahụ
	🧖🏾;onye nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka òji-ndịna etiti;okpomọọkụ ụkọ ahụ|onye nọ n’ụlọ okpomọọkụ mmiri ahụ|ọtanjele ahụ maka òji-ndịna etiti|ụlọ okpomọọkụ mmiri ahụ
	🧖🏿;onye nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka òji;okpomọọkụ ụkọ ahụ|onye nọ n’ụlọ okpomọọkụ mmiri ahụ|ọtanjele ahụ maka òji|ụlọ okpomọọkụ mmiri ahụ
🧖‍♂️;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ụlọ okpomọọkụ mmiri ahụ
	🧖🏻‍♂️;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka ọcha;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ọtanjele ahụ maka ọcha|ụlọ okpomọọkụ mmiri ahụ
	🧖🏼‍♂️;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka ọcha-ndịna etiti;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ọtanjele ahụ maka ọcha-ndịna etiti|ụlọ okpomọọkụ mmiri ahụ
	🧖🏽‍♂️;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ ndịna etiti;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ọtanjele ahụ ndịna etiti|ụlọ okpomọọkụ mmiri ahụ
	🧖🏾‍♂️;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka òji-ndịna etiti;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ọtanjele ahụ maka òji-ndịna etiti|ụlọ okpomọọkụ mmiri ahụ
	🧖🏿‍♂️;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka òji;nwoke nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ọtanjele ahụ maka òji|ụlọ okpomọọkụ mmiri ahụ
🧖‍♀️;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ụlọ okpomọọkụ mmiri ahụ
	🧖🏻‍♀️;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka ọcha;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ọtanjele ahụ maka ọcha|ụlọ okpomọọkụ mmiri ahụ
	🧖🏼‍♀️;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka ọcha-ndịna etiti;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ọtanjele ahụ maka ọcha-ndịna etiti|ụlọ okpomọọkụ mmiri ahụ
	🧖🏽‍♀️;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ ndịna etiti;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ọtanjele ahụ ndịna etiti|ụlọ okpomọọkụ mmiri ahụ
	🧖🏾‍♀️;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka òji-ndịna etiti;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ọtanjele ahụ maka òji-ndịna etiti|ụlọ okpomọọkụ mmiri ahụ
	🧖🏿‍♀️;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ: ọtanjele ahụ maka òji;nwanyị nọ n’ụlọ okpomọọkụ mmiri ahụ|okpomọọkụ ụkọ ahụ|ọtanjele ahụ maka òji|ụlọ okpomọọkụ mmiri ahụ
🧗;onye na-arị elu;onye na-arị elu|ọ̀rị elu
	🧗🏻;onye na-arị elu: ọtanjele ahụ maka ọcha;onye na-arị elu|ọ̀rị elu|ọtanjele ahụ maka ọcha
	🧗🏼;onye na-arị elu: ọtanjele ahụ maka ọcha-ndịna etiti;onye na-arị elu|ọ̀rị elu|ọtanjele ahụ maka ọcha-ndịna etiti
	🧗🏽;onye na-arị elu: ọtanjele ahụ ndịna etiti;onye na-arị elu|ọ̀rị elu|ọtanjele ahụ ndịna etiti
	🧗🏾;onye na-arị elu: ọtanjele ahụ maka òji-ndịna etiti;onye na-arị elu|ọ̀rị elu|ọtanjele ahụ maka òji-ndịna etiti
	🧗🏿;onye na-arị elu: ọtanjele ahụ maka òji;onye na-arị elu|ọ̀rị elu|ọtanjele ahụ maka òji
🧗‍♂️;nwoke na-arị elu;nwoke na-arị elu|ọ̀rị elu
	🧗🏻‍♂️;nwoke na-arị elu: ọtanjele ahụ maka ọcha;nwoke na-arị elu|ọ̀rị elu|ọtanjele ahụ maka ọcha
	🧗🏼‍♂️;nwoke na-arị elu: ọtanjele ahụ maka ọcha-ndịna etiti;nwoke na-arị elu|ọ̀rị elu|ọtanjele ahụ maka ọcha-ndịna etiti
	🧗🏽‍♂️;nwoke na-arị elu: ọtanjele ahụ ndịna etiti;nwoke na-arị elu|ọ̀rị elu|ọtanjele ahụ ndịna etiti
	🧗🏾‍♂️;nwoke na-arị elu: ọtanjele ahụ maka òji-ndịna etiti;nwoke na-arị elu|ọ̀rị elu|ọtanjele ahụ maka òji-ndịna etiti
	🧗🏿‍♂️;nwoke na-arị elu: ọtanjele ahụ maka òji;nwoke na-arị elu|ọ̀rị elu|ọtanjele ahụ maka òji
🧗‍♀️;nwanyị na-arị elu;nwanyị na-arị elu|ọ̀rị elu
	🧗🏻‍♀️;nwanyị na-arị elu: ọtanjele ahụ maka ọcha;nwanyị na-arị elu|ọ̀rị elu|ọtanjele ahụ maka ọcha
	🧗🏼‍♀️;nwanyị na-arị elu: ọtanjele ahụ maka ọcha-ndịna etiti;nwanyị na-arị elu|ọ̀rị elu|ọtanjele ahụ maka ọcha-ndịna etiti
	🧗🏽‍♀️;nwanyị na-arị elu: ọtanjele ahụ ndịna etiti;nwanyị na-arị elu|ọ̀rị elu|ọtanjele ahụ ndịna etiti
	🧗🏾‍♀️;nwanyị na-arị elu: ọtanjele ahụ maka òji-ndịna etiti;nwanyị na-arị elu|ọ̀rị elu|ọtanjele ahụ maka òji-ndịna etiti
	🧗🏿‍♀️;nwanyị na-arị elu: ọtanjele ahụ maka òji;nwanyị na-arị elu|ọ̀rị elu|ọtanjele ahụ maka òji
🤺;onye na-eme egwuregwu akparakpa mma;egwuregwu akparakpa mma|mma|na-eme egwuregwu akparakpa mma|onye na-eme egwuregwu akparakpa mma
🏇;egwuregwu inyinyà;agbamụọsọ egwuregwu inyinyà|egwuregwu inyinyà|inyinyà|inyinyà eji agba ọsọ
	🏇🏻;egwuregwu inyinyà: ọtanjele ahụ maka ọcha;agbamụọsọ egwuregwu inyinyà|egwuregwu inyinyà|inyinyà|inyinyà eji agba ọsọ|ọtanjele ahụ maka ọcha
	🏇🏼;egwuregwu inyinyà: ọtanjele ahụ maka ọcha-ndịna etiti;agbamụọsọ egwuregwu inyinyà|egwuregwu inyinyà|inyinyà|inyinyà eji agba ọsọ|ọtanjele ahụ maka ọcha-ndịna etiti
	🏇🏽;egwuregwu inyinyà: ọtanjele ahụ ndịna etiti;agbamụọsọ egwuregwu inyinyà|egwuregwu inyinyà|inyinyà|inyinyà eji agba ọsọ|ọtanjele ahụ ndịna etiti
	🏇🏾;egwuregwu inyinyà: ọtanjele ahụ maka òji-ndịna etiti;agbamụọsọ egwuregwu inyinyà|egwuregwu inyinyà|inyinyà|inyinyà eji agba ọsọ|ọtanjele ahụ maka òji-ndịna etiti
	🏇🏿;egwuregwu inyinyà: ọtanjele ahụ maka òji;agbamụọsọ egwuregwu inyinyà|egwuregwu inyinyà|inyinyà|inyinyà eji agba ọsọ|ọtanjele ahụ maka òji
⛷️;onye egwuregwu mkpọda ugwu;akụrụ mmiri igwe|egwuregwu|onye egwuregwu mkpọda ugwu
🏂;onye egwuregwu akụrụ mmiri;egwuregwu|kụrụ mmiri igwe|nye egwuregwu akụrụ mmiri|onye egwuregwu akụrụ mmiri
	🏂🏻;onye egwuregwu akụrụ mmiri: ọtanjele ahụ maka ọcha;egwuregwu|kụrụ mmiri igwe|nye egwuregwu akụrụ mmiri|onye egwuregwu akụrụ mmiri|ọtanjele ahụ maka ọcha
	🏂🏼;onye egwuregwu akụrụ mmiri: ọtanjele ahụ maka ọcha-ndịna etiti;egwuregwu|kụrụ mmiri igwe|nye egwuregwu akụrụ mmiri|onye egwuregwu akụrụ mmiri|ọtanjele ahụ maka ọcha-ndịna etiti
	🏂🏽;onye egwuregwu akụrụ mmiri: ọtanjele ahụ ndịna etiti;egwuregwu|kụrụ mmiri igwe|nye egwuregwu akụrụ mmiri|onye egwuregwu akụrụ mmiri|ọtanjele ahụ ndịna etiti
	🏂🏾;onye egwuregwu akụrụ mmiri: ọtanjele ahụ maka òji-ndịna etiti;egwuregwu|kụrụ mmiri igwe|nye egwuregwu akụrụ mmiri|onye egwuregwu akụrụ mmiri|ọtanjele ahụ maka òji-ndịna etiti
	🏂🏿;onye egwuregwu akụrụ mmiri: ọtanjele ahụ maka òji;egwuregwu|kụrụ mmiri igwe|nye egwuregwu akụrụ mmiri|onye egwuregwu akụrụ mmiri|ọtanjele ahụ maka òji
🏌️;onye na-akụ gọfụ;bọọlụ gọfụ|onye na-akụ gọfụ
	🏌🏻;onye na-akụ gọfụ: ọtanjele ahụ maka ọcha;bọọlụ gọfụ|onye na-akụ gọfụ|ọtanjele ahụ maka ọcha
	🏌🏼;onye na-akụ gọfụ: ọtanjele ahụ maka ọcha-ndịna etiti;bọọlụ gọfụ|onye na-akụ gọfụ|ọtanjele ahụ maka ọcha-ndịna etiti
	🏌🏽;onye na-akụ gọfụ: ọtanjele ahụ ndịna etiti;bọọlụ gọfụ|onye na-akụ gọfụ|ọtanjele ahụ ndịna etiti
	🏌🏾;onye na-akụ gọfụ: ọtanjele ahụ maka òji-ndịna etiti;bọọlụ gọfụ|onye na-akụ gọfụ|ọtanjele ahụ maka òji-ndịna etiti
	🏌🏿;onye na-akụ gọfụ: ọtanjele ahụ maka òji;bọọlụ gọfụ|onye na-akụ gọfụ|ọtanjele ahụ maka òji
🏌️‍♂️;nwoke na-akụ gọfụ;gọfụ|nwoke|nwoke na-akụ gọfụ
	🏌🏻‍♂️;nwoke na-akụ gọfụ: ọtanjele ahụ maka ọcha;gọfụ|nwoke|nwoke na-akụ gọfụ|ọtanjele ahụ maka ọcha
	🏌🏼‍♂️;nwoke na-akụ gọfụ: ọtanjele ahụ maka ọcha-ndịna etiti;gọfụ|nwoke|nwoke na-akụ gọfụ|ọtanjele ahụ maka ọcha-ndịna etiti
	🏌🏽‍♂️;nwoke na-akụ gọfụ: ọtanjele ahụ ndịna etiti;gọfụ|nwoke|nwoke na-akụ gọfụ|ọtanjele ahụ ndịna etiti
	🏌🏾‍♂️;nwoke na-akụ gọfụ: ọtanjele ahụ maka òji-ndịna etiti;gọfụ|nwoke|nwoke na-akụ gọfụ|ọtanjele ahụ maka òji-ndịna etiti
	🏌🏿‍♂️;nwoke na-akụ gọfụ: ọtanjele ahụ maka òji;gọfụ|nwoke|nwoke na-akụ gọfụ|ọtanjele ahụ maka òji
🏌️‍♀️;nwanyị na-akụ gọfụ;gọfụ|nwanyị|nwanyị na-akụ gọfụ
	🏌🏻‍♀️;nwanyị na-akụ gọfụ: ọtanjele ahụ maka ọcha;gọfụ|nwanyị|nwanyị na-akụ gọfụ|ọtanjele ahụ maka ọcha
	🏌🏼‍♀️;nwanyị na-akụ gọfụ: ọtanjele ahụ maka ọcha-ndịna etiti;gọfụ|nwanyị|nwanyị na-akụ gọfụ|ọtanjele ahụ maka ọcha-ndịna etiti
	🏌🏽‍♀️;nwanyị na-akụ gọfụ: ọtanjele ahụ ndịna etiti;gọfụ|nwanyị|nwanyị na-akụ gọfụ|ọtanjele ahụ ndịna etiti
	🏌🏾‍♀️;nwanyị na-akụ gọfụ: ọtanjele ahụ maka òji-ndịna etiti;gọfụ|nwanyị|nwanyị na-akụ gọfụ|ọtanjele ahụ maka òji-ndịna etiti
	🏌🏿‍♀️;nwanyị na-akụ gọfụ: ọtanjele ahụ maka òji;gọfụ|nwanyị|nwanyị na-akụ gọfụ|ọtanjele ahụ maka òji
🏄;onye egwuregwu oshimiri;na-eme egwuregwu oshimiri|onye egwuregwu oshimiri
	🏄🏻;onye egwuregwu oshimiri: ọtanjele ahụ maka ọcha;na-eme egwuregwu oshimiri|onye egwuregwu oshimiri|ọtanjele ahụ maka ọcha
	🏄🏼;onye egwuregwu oshimiri: ọtanjele ahụ maka ọcha-ndịna etiti;na-eme egwuregwu oshimiri|onye egwuregwu oshimiri|ọtanjele ahụ maka ọcha-ndịna etiti
	🏄🏽;onye egwuregwu oshimiri: ọtanjele ahụ ndịna etiti;na-eme egwuregwu oshimiri|onye egwuregwu oshimiri|ọtanjele ahụ ndịna etiti
	🏄🏾;onye egwuregwu oshimiri: ọtanjele ahụ maka òji-ndịna etiti;na-eme egwuregwu oshimiri|onye egwuregwu oshimiri|ọtanjele ahụ maka òji-ndịna etiti
	🏄🏿;onye egwuregwu oshimiri: ọtanjele ahụ maka òji;na-eme egwuregwu oshimiri|onye egwuregwu oshimiri|ọtanjele ahụ maka òji
🏄‍♂️;nwoke na-eme egwuregwu oshimiri;na-eme egwuregwu oshimiri|nwoke|nwoke na-eme egwuregwu oshimiri
	🏄🏻‍♂️;nwoke na-eme egwuregwu oshimiri: ọtanjele ahụ maka ọcha;na-eme egwuregwu oshimiri|nwoke|nwoke na-eme egwuregwu oshimiri|ọtanjele ahụ maka ọcha
	🏄🏼‍♂️;nwoke na-eme egwuregwu oshimiri: ọtanjele ahụ maka ọcha-ndịna etiti;na-eme egwuregwu oshimiri|nwoke|nwoke na-eme egwuregwu oshimiri|ọtanjele ahụ maka ọcha-ndịna etiti
	🏄🏽‍♂️;nwoke na-eme egwuregwu oshimiri: ọtanjele ahụ ndịna etiti;na-eme egwuregwu oshimiri|nwoke|nwoke na-eme egwuregwu oshimiri|ọtanjele ahụ ndịna etiti
	🏄🏾‍♂️;nwoke na-eme egwuregwu oshimiri: ọtanjele ahụ maka òji-ndịna etiti;na-eme egwuregwu oshimiri|nwoke|nwoke na-eme egwuregwu oshimiri|ọtanjele ahụ maka òji-ndịna etiti
	🏄🏿‍♂️;nwoke na-eme egwuregwu oshimiri: ọtanjele ahụ maka òji;na-eme egwuregwu oshimiri|nwoke|nwoke na-eme egwuregwu oshimiri|ọtanjele ahụ maka òji
🏄‍♀️;nwanyị na-eme egwuregwu oshimiri;na-eme egwuregwu oshimiri|nwanyị|nwanyị na-eme egwuregwu oshimiri
	🏄🏻‍♀️;nwanyị na-eme egwuregwu oshimiri: ọtanjele ahụ maka ọcha;na-eme egwuregwu oshimiri|nwanyị|nwanyị na-eme egwuregwu oshimiri|ọtanjele ahụ maka ọcha
	🏄🏼‍♀️;nwanyị na-eme egwuregwu oshimiri: ọtanjele ahụ maka ọcha-ndịna etiti;na-eme egwuregwu oshimiri|nwanyị|nwanyị na-eme egwuregwu oshimiri|ọtanjele ahụ maka ọcha-ndịna etiti
	🏄🏽‍♀️;nwanyị na-eme egwuregwu oshimiri: ọtanjele ahụ ndịna etiti;na-eme egwuregwu oshimiri|nwanyị|nwanyị na-eme egwuregwu oshimiri|ọtanjele ahụ ndịna etiti
	🏄🏾‍♀️;nwanyị na-eme egwuregwu oshimiri: ọtanjele ahụ maka òji-ndịna etiti;na-eme egwuregwu oshimiri|nwanyị|nwanyị na-eme egwuregwu oshimiri|ọtanjele ahụ maka òji-ndịna etiti
	🏄🏿‍♀️;nwanyị na-eme egwuregwu oshimiri: ọtanjele ahụ maka òji;na-eme egwuregwu oshimiri|nwanyị|nwanyị na-eme egwuregwu oshimiri|ọtanjele ahụ maka òji
🚣;onye na-akwọ ụgbọ epepe;onye na-akwọ ụgbọ epepe|ụgbọ epepe|ụgbọmmiri
	🚣🏻;onye na-akwọ ụgbọ epepe: ọtanjele ahụ maka ọcha;onye na-akwọ ụgbọ epepe|ọtanjele ahụ maka ọcha|ụgbọ epepe|ụgbọmmiri
	🚣🏼;onye na-akwọ ụgbọ epepe: ọtanjele ahụ maka ọcha-ndịna etiti;onye na-akwọ ụgbọ epepe|ọtanjele ahụ maka ọcha-ndịna etiti|ụgbọ epepe|ụgbọmmiri
	🚣🏽;onye na-akwọ ụgbọ epepe: ọtanjele ahụ ndịna etiti;onye na-akwọ ụgbọ epepe|ọtanjele ahụ ndịna etiti|ụgbọ epepe|ụgbọmmiri
	🚣🏾;onye na-akwọ ụgbọ epepe: ọtanjele ahụ maka òji-ndịna etiti;onye na-akwọ ụgbọ epepe|ọtanjele ahụ maka òji-ndịna etiti|ụgbọ epepe|ụgbọmmiri
	🚣🏿;onye na-akwọ ụgbọ epepe: ọtanjele ahụ maka òji;onye na-akwọ ụgbọ epepe|ọtanjele ahụ maka òji|ụgbọ epepe|ụgbọmmiri
🚣‍♂️;nwoke na-akwọ ụgbọmmiri;nwoke|nwoke na-akwọ ụgbọmmiri|ụgbọ epepe|ụgbọmmiri
	🚣🏻‍♂️;nwoke na-akwọ ụgbọmmiri: ọtanjele ahụ maka ọcha;nwoke|nwoke na-akwọ ụgbọmmiri|ọtanjele ahụ maka ọcha|ụgbọ epepe|ụgbọmmiri
	🚣🏼‍♂️;nwoke na-akwọ ụgbọmmiri: ọtanjele ahụ maka ọcha-ndịna etiti;nwoke|nwoke na-akwọ ụgbọmmiri|ọtanjele ahụ maka ọcha-ndịna etiti|ụgbọ epepe|ụgbọmmiri
	🚣🏽‍♂️;nwoke na-akwọ ụgbọmmiri: ọtanjele ahụ ndịna etiti;nwoke|nwoke na-akwọ ụgbọmmiri|ọtanjele ahụ ndịna etiti|ụgbọ epepe|ụgbọmmiri
	🚣🏾‍♂️;nwoke na-akwọ ụgbọmmiri: ọtanjele ahụ maka òji-ndịna etiti;nwoke|nwoke na-akwọ ụgbọmmiri|ọtanjele ahụ maka òji-ndịna etiti|ụgbọ epepe|ụgbọmmiri
	🚣🏿‍♂️;nwoke na-akwọ ụgbọmmiri: ọtanjele ahụ maka òji;nwoke|nwoke na-akwọ ụgbọmmiri|ọtanjele ahụ maka òji|ụgbọ epepe|ụgbọmmiri
🚣‍♀️;nwanyị na-akwọ ụgbọmmiri;nwanyị|nwanyị na-akwọ ụgbọmmiri|ụgbọ epepe|ụgbọmmiri
	🚣🏻‍♀️;nwanyị na-akwọ ụgbọmmiri: ọtanjele ahụ maka ọcha;nwanyị|nwanyị na-akwọ ụgbọmmiri|ọtanjele ahụ maka ọcha|ụgbọ epepe|ụgbọmmiri
	🚣🏼‍♀️;nwanyị na-akwọ ụgbọmmiri: ọtanjele ahụ maka ọcha-ndịna etiti;nwanyị|nwanyị na-akwọ ụgbọmmiri|ọtanjele ahụ maka ọcha-ndịna etiti|ụgbọ epepe|ụgbọmmiri
	🚣🏽‍♀️;nwanyị na-akwọ ụgbọmmiri: ọtanjele ahụ ndịna etiti;nwanyị|nwanyị na-akwọ ụgbọmmiri|ọtanjele ahụ ndịna etiti|ụgbọ epepe|ụgbọmmiri
	🚣🏾‍♀️;nwanyị na-akwọ ụgbọmmiri: ọtanjele ahụ maka òji-ndịna etiti;nwanyị|nwanyị na-akwọ ụgbọmmiri|ọtanjele ahụ maka òji-ndịna etiti|ụgbọ epepe|ụgbọmmiri
	🚣🏿‍♀️;nwanyị na-akwọ ụgbọmmiri: ọtanjele ahụ maka òji;nwanyị|nwanyị na-akwọ ụgbọmmiri|ọtanjele ahụ maka òji|ụgbọ epepe|ụgbọmmiri
🏊;onye na-egwu mmiri;gwuo mmiri|onye na-egwu mmiri
	🏊🏻;onye na-egwu mmiri: ọtanjele ahụ maka ọcha;gwuo mmiri|onye na-egwu mmiri|ọtanjele ahụ maka ọcha
