# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;mukhang nakangiti;malaking ngiti|mukha|mukhang nakangisi|mukhang nakangiti|nakangiti|ngiti
🤷‍♂️;lalaking nagkikibit-balikat;di-alam|duda|kibit-balikat|lalaking nagkikibit-balikat|walang pakialam
	🤷🏻‍♂️;lalaking nagkikibit-balikat: light na kulay ng balat;di-alam|duda|kibit-balikat|lalaking nagkikibit-balikat|lalaking nagkikibit-balikat: light na kulay ng balat|light na kulay ng balat|walang pakialam
	🤷🏼‍♂️;lalaking nagkikibit-balikat: katamtamang light na kulay ng balat;di-alam|duda|katamtamang light na kulay ng balat|kibit-balikat|lalaking nagkikibit-balikat|lalaking nagkikibit-balikat: katamtamang light na kulay ng balat|walang pakialam
	🤷🏽‍♂️;lalaking nagkikibit-balikat: katamtamang kulay ng balat;di-alam|duda|katamtamang kulay ng balat|kibit-balikat|lalaking nagkikibit-balikat|lalaking nagkikibit-balikat: katamtamang kulay ng balat|walang pakialam
	🤷🏾‍♂️;lalaking nagkikibit-balikat: katamtamang dark na kulay ng balat;di-alam|duda|katamtamang dark na kulay ng balat|kibit-balikat|lalaking nagkikibit-balikat|lalaking nagkikibit-balikat: katamtamang dark na kulay ng balat|walang pakialam
	🤷🏿‍♂️;lalaking nagkikibit-balikat: dark na kulay ng balat;dark na kulay ng balat|di-alam|duda|kibit-balikat|lalaking nagkikibit-balikat|lalaking nagkikibit-balikat: dark na kulay ng balat|walang pakialam
🤷‍♀️;babaeng nagkikibit-balikat;babaeng nagkikibit-balikat|di-alam|duda|kibit-balikat|walang pakialam
	🤷🏻‍♀️;babaeng nagkikibit-balikat: light na kulay ng balat;babaeng nagkikibit-balikat|babaeng nagkikibit-balikat: light na kulay ng balat|di-alam|duda|kibit-balikat|light na kulay ng balat|walang pakialam
	🤷🏼‍♀️;babaeng nagkikibit-balikat: katamtamang light na kulay ng balat;babaeng nagkikibit-balikat|babaeng nagkikibit-balikat: katamtamang light na kulay ng balat|di-alam|duda|katamtamang light na kulay ng balat|kibit-balikat|walang pakialam
	🤷🏽‍♀️;babaeng nagkikibit-balikat: katamtamang kulay ng balat;babaeng nagkikibit-balikat|babaeng nagkikibit-balikat: katamtamang kulay ng balat|di-alam|duda|katamtamang kulay ng balat|kibit-balikat|walang pakialam
	🤷🏾‍♀️;babaeng nagkikibit-balikat: katamtamang dark na kulay ng balat;babaeng nagkikibit-balikat|babaeng nagkikibit-balikat: katamtamang dark na kulay ng balat|di-alam|duda|katamtamang dark na kulay ng balat|kibit-balikat|walang pakialam
	🤷🏿‍♀️;babaeng nagkikibit-balikat: dark na kulay ng balat;babaeng nagkikibit-balikat|babaeng nagkikibit-balikat: dark na kulay ng balat|dark na kulay ng balat|di-alam|duda|kibit-balikat|walang pakialam
🧑‍⚕️;health worker;doktor|health worker|healthcare|nars|therapist
	🧑🏻‍⚕️;health worker: light na kulay ng balat;doktor|health worker|health worker: light na kulay ng balat|healthcare|light na kulay ng balat|nars|therapist
	🧑🏼‍⚕️;health worker: katamtamang light na kulay ng balat;doktor|health worker|health worker: katamtamang light na kulay ng balat|healthcare|katamtamang light na kulay ng balat|nars|therapist
	🧑🏽‍⚕️;health worker: katamtamang kulay ng balat;doktor|health worker|health worker: katamtamang kulay ng balat|healthcare|katamtamang kulay ng balat|nars|therapist
	🧑🏾‍⚕️;health worker: katamtamang dark na kulay ng balat;doktor|health worker|health worker: katamtamang dark na kulay ng balat|healthcare|katamtamang dark na kulay ng balat|nars|therapist
	🧑🏿‍⚕️;health worker: dark na kulay ng balat;dark na kulay ng balat|doktor|health worker|health worker: dark na kulay ng balat|healthcare|nars|therapist
👨‍⚕️;lalaking health worker;doktor|health worker|lalaki|lalaking health worker|nars
	👨🏻‍⚕️;lalaking health worker: light na kulay ng balat;doktor|health worker|lalaki|lalaking health worker|lalaking health worker: light na kulay ng balat|light na kulay ng balat|nars
	👨🏼‍⚕️;lalaking health worker: katamtamang light na kulay ng balat;doktor|health worker|katamtamang light na kulay ng balat|lalaki|lalaking health worker|lalaking health worker: katamtamang light na kulay ng balat|nars
	👨🏽‍⚕️;lalaking health worker: katamtamang kulay ng balat;doktor|health worker|katamtamang kulay ng balat|lalaki|lalaking health worker|lalaking health worker: katamtamang kulay ng balat|nars
	👨🏾‍⚕️;lalaking health worker: katamtamang dark na kulay ng balat;doktor|health worker|katamtamang dark na kulay ng balat|lalaki|lalaking health worker|lalaking health worker: katamtamang dark na kulay ng balat|nars
	👨🏿‍⚕️;lalaking health worker: dark na kulay ng balat;dark na kulay ng balat|doktor|health worker|lalaki|lalaking health worker|lalaking health worker: dark na kulay ng balat|nars
👩‍⚕️;babaeng health worker;babae|babaeng health worker|doktor|health worker|nars
	👩🏻‍⚕️;babaeng health worker: light na kulay ng balat;babae|babaeng health worker|babaeng health worker: light na kulay ng balat|doktor|health worker|light na kulay ng balat|nars
	👩🏼‍⚕️;babaeng health worker: katamtamang light na kulay ng balat;babae|babaeng health worker|babaeng health worker: katamtamang light na kulay ng balat|doktor|health worker|katamtamang light na kulay ng balat|nars
	👩🏽‍⚕️;babaeng health worker: katamtamang kulay ng balat;babae|babaeng health worker|babaeng health worker: katamtamang kulay ng balat|doktor|health worker|katamtamang kulay ng balat|nars
	👩🏾‍⚕️;babaeng health worker: katamtamang dark na kulay ng balat;babae|babaeng health worker|babaeng health worker: katamtamang dark na kulay ng balat|doktor|health worker|katamtamang dark na kulay ng balat|nars
	👩🏿‍⚕️;babaeng health worker: dark na kulay ng balat;babae|babaeng health worker|babaeng health worker: dark na kulay ng balat|dark na kulay ng balat|doktor|health worker|nars
🧑‍🎓;estudyante;estudyante|graduate|mag-aaral|nakapagtapos
	🧑🏻‍🎓;estudyante: light na kulay ng balat;estudyante|estudyante: light na kulay ng balat|graduate|light na kulay ng balat|mag-aaral|nakapagtapos
	🧑🏼‍🎓;estudyante: katamtamang light na kulay ng balat;estudyante|estudyante: katamtamang light na kulay ng balat|graduate|katamtamang light na kulay ng balat|mag-aaral|nakapagtapos
	🧑🏽‍🎓;estudyante: katamtamang kulay ng balat;estudyante|estudyante: katamtamang kulay ng balat|graduate|katamtamang kulay ng balat|mag-aaral|nakapagtapos
	🧑🏾‍🎓;estudyante: katamtamang dark na kulay ng balat;estudyante|estudyante: katamtamang dark na kulay ng balat|graduate|katamtamang dark na kulay ng balat|mag-aaral|nakapagtapos
	🧑🏿‍🎓;estudyante: dark na kulay ng balat;dark na kulay ng balat|estudyante|estudyante: dark na kulay ng balat|graduate|mag-aaral|nakapagtapos
👨‍🎓;lalaking mag-aaral;estudyante|graduate|lalaki|lalaking mag-aaral|mag-aaral
	👨🏻‍🎓;lalaking mag-aaral: light na kulay ng balat;estudyante|graduate|lalaki|lalaking mag-aaral|lalaking mag-aaral: light na kulay ng balat|light na kulay ng balat|mag-aaral
	👨🏼‍🎓;lalaking mag-aaral: katamtamang light na kulay ng balat;estudyante|graduate|katamtamang light na kulay ng balat|lalaki|lalaking mag-aaral|lalaking mag-aaral: katamtamang light na kulay ng balat|mag-aaral
	👨🏽‍🎓;lalaking mag-aaral: katamtamang kulay ng balat;estudyante|graduate|katamtamang kulay ng balat|lalaki|lalaking mag-aaral|lalaking mag-aaral: katamtamang kulay ng balat|mag-aaral
	👨🏾‍🎓;lalaking mag-aaral: katamtamang dark na kulay ng balat;estudyante|graduate|katamtamang dark na kulay ng balat|lalaki|lalaking mag-aaral|lalaking mag-aaral: katamtamang dark na kulay ng balat|mag-aaral
	👨🏿‍🎓;lalaking mag-aaral: dark na kulay ng balat;dark na kulay ng balat|estudyante|graduate|lalaki|lalaking mag-aaral|lalaking mag-aaral: dark na kulay ng balat|mag-aaral
👩‍🎓;babaeng mag-aaral;babae|babaeng mag-aaral|estudyante|graduate|mag-aaral
	👩🏻‍🎓;babaeng mag-aaral: light na kulay ng balat;babae|babaeng mag-aaral|babaeng mag-aaral: light na kulay ng balat|estudyante|graduate|light na kulay ng balat|mag-aaral
	👩🏼‍🎓;babaeng mag-aaral: katamtamang light na kulay ng balat;babae|babaeng mag-aaral|babaeng mag-aaral: katamtamang light na kulay ng balat|estudyante|graduate|katamtamang light na kulay ng balat|mag-aaral
	👩🏽‍🎓;babaeng mag-aaral: katamtamang kulay ng balat;babae|babaeng mag-aaral|babaeng mag-aaral: katamtamang kulay ng balat|estudyante|graduate|katamtamang kulay ng balat|mag-aaral
	👩🏾‍🎓;babaeng mag-aaral: katamtamang dark na kulay ng balat;babae|babaeng mag-aaral|babaeng mag-aaral: katamtamang dark na kulay ng balat|estudyante|graduate|katamtamang dark na kulay ng balat|mag-aaral
	👩🏿‍🎓;babaeng mag-aaral: dark na kulay ng balat;babae|babaeng mag-aaral|babaeng mag-aaral: dark na kulay ng balat|dark na kulay ng balat|estudyante|graduate|mag-aaral
🧑‍🏫;guro;guro|propesor|tagaturo
	🧑🏻‍🏫;guro: light na kulay ng balat;guro|guro: light na kulay ng balat|light na kulay ng balat|propesor|tagaturo
	🧑🏼‍🏫;guro: katamtamang light na kulay ng balat;guro|guro: katamtamang light na kulay ng balat|katamtamang light na kulay ng balat|propesor|tagaturo
	🧑🏽‍🏫;guro: katamtamang kulay ng balat;guro|guro: katamtamang kulay ng balat|katamtamang kulay ng balat|propesor|tagaturo
	🧑🏾‍🏫;guro: katamtamang dark na kulay ng balat;guro|guro: katamtamang dark na kulay ng balat|katamtamang dark na kulay ng balat|propesor|tagaturo
	🧑🏿‍🏫;guro: dark na kulay ng balat;dark na kulay ng balat|guro|guro: dark na kulay ng balat|propesor|tagaturo
👨‍🏫;lalaking guro;guro|lalaki|lalaking guro|propesor|titser
	👨🏻‍🏫;lalaking guro: light na kulay ng balat;guro|lalaki|lalaking guro|lalaking guro: light na kulay ng balat|light na kulay ng balat|propesor|titser
	👨🏼‍🏫;lalaking guro: katamtamang light na kulay ng balat;guro|katamtamang light na kulay ng balat|lalaki|lalaking guro|lalaking guro: katamtamang light na kulay ng balat|propesor|titser
	👨🏽‍🏫;lalaking guro: katamtamang kulay ng balat;guro|katamtamang kulay ng balat|lalaki|lalaking guro|lalaking guro: katamtamang kulay ng balat|propesor|titser
	👨🏾‍🏫;lalaking guro: katamtamang dark na kulay ng balat;guro|katamtamang dark na kulay ng balat|lalaki|lalaking guro|lalaking guro: katamtamang dark na kulay ng balat|propesor|titser
	👨🏿‍🏫;lalaking guro: dark na kulay ng balat;dark na kulay ng balat|guro|lalaki|lalaking guro|lalaking guro: dark na kulay ng balat|propesor|titser
👩‍🏫;babaeng guro;babae|babaeng guro|guro|propesor|titser
	👩🏻‍🏫;babaeng guro: light na kulay ng balat;babae|babaeng guro|babaeng guro: light na kulay ng balat|guro|light na kulay ng balat|propesor|titser
	👩🏼‍🏫;babaeng guro: katamtamang light na kulay ng balat;babae|babaeng guro|babaeng guro: katamtamang light na kulay ng balat|guro|katamtamang light na kulay ng balat|propesor|titser
	👩🏽‍🏫;babaeng guro: katamtamang kulay ng balat;babae|babaeng guro|babaeng guro: katamtamang kulay ng balat|guro|katamtamang kulay ng balat|propesor|titser
	👩🏾‍🏫;babaeng guro: katamtamang dark na kulay ng balat;babae|babaeng guro|babaeng guro: katamtamang dark na kulay ng balat|guro|katamtamang dark na kulay ng balat|propesor|titser
	👩🏿‍🏫;babaeng guro: dark na kulay ng balat;babae|babaeng guro|babaeng guro: dark na kulay ng balat|dark na kulay ng balat|guro|propesor|titser
🧑‍⚖️;hukom;hukom|timbangan
	🧑🏻‍⚖️;hukom: light na kulay ng balat;hukom|hukom: light na kulay ng balat|light na kulay ng balat|timbangan
	🧑🏼‍⚖️;hukom: katamtamang light na kulay ng balat;hukom|hukom: katamtamang light na kulay ng balat|katamtamang light na kulay ng balat|timbangan
	🧑🏽‍⚖️;hukom: katamtamang kulay ng balat;hukom|hukom: katamtamang kulay ng balat|katamtamang kulay ng balat|timbangan
	🧑🏾‍⚖️;hukom: katamtamang dark na kulay ng balat;hukom|hukom: katamtamang dark na kulay ng balat|katamtamang dark na kulay ng balat|timbangan
	🧑🏿‍⚖️;hukom: dark na kulay ng balat;dark na kulay ng balat|hukom|hukom: dark na kulay ng balat|timbangan
👨‍⚖️;lalaking hukom;hukom|hustisya|huwes|lalaki|lalaking hukom
	👨🏻‍⚖️;lalaking hukom: light na kulay ng balat;hukom|hustisya|huwes|lalaki|lalaking hukom|lalaking hukom: light na kulay ng balat|light na kulay ng balat
	👨🏼‍⚖️;lalaking hukom: katamtamang light na kulay ng balat;hukom|hustisya|huwes|katamtamang light na kulay ng balat|lalaki|lalaking hukom|lalaking hukom: katamtamang light na kulay ng balat
	👨🏽‍⚖️;lalaking hukom: katamtamang kulay ng balat;hukom|hustisya|huwes|katamtamang kulay ng balat|lalaki|lalaking hukom|lalaking hukom: katamtamang kulay ng balat
	👨🏾‍⚖️;lalaking hukom: katamtamang dark na kulay ng balat;hukom|hustisya|huwes|katamtamang dark na kulay ng balat|lalaki|lalaking hukom|lalaking hukom: katamtamang dark na kulay ng balat
	👨🏿‍⚖️;lalaking hukom: dark na kulay ng balat;dark na kulay ng balat|hukom|hustisya|huwes|lalaki|lalaking hukom|lalaking hukom: dark na kulay ng balat
👩‍⚖️;babaeng hukom;babae|babaeng hukom|hukom|hustisya|huwes
	👩🏻‍⚖️;babaeng hukom: light na kulay ng balat;babae|babaeng hukom|babaeng hukom: light na kulay ng balat|hukom|hustisya|huwes|light na kulay ng balat
	👩🏼‍⚖️;babaeng hukom: katamtamang light na kulay ng balat;babae|babaeng hukom|babaeng hukom: katamtamang light na kulay ng balat|hukom|hustisya|huwes|katamtamang light na kulay ng balat
	👩🏽‍⚖️;babaeng hukom: katamtamang kulay ng balat;babae|babaeng hukom|babaeng hukom: katamtamang kulay ng balat|hukom|hustisya|huwes|katamtamang kulay ng balat
	👩🏾‍⚖️;babaeng hukom: katamtamang dark na kulay ng balat;babae|babaeng hukom|babaeng hukom: katamtamang dark na kulay ng balat|hukom|hustisya|huwes|katamtamang dark na kulay ng balat
	👩🏿‍⚖️;babaeng hukom: dark na kulay ng balat;babae|babaeng hukom|babaeng hukom: dark na kulay ng balat|dark na kulay ng balat|hukom|hustisya|huwes
🧑‍🌾;magsasaka;hardinero|magsasaka|rantsero
	🧑🏻‍🌾;magsasaka: light na kulay ng balat;hardinero|light na kulay ng balat|magsasaka|magsasaka: light na kulay ng balat|rantsero
	🧑🏼‍🌾;magsasaka: katamtamang light na kulay ng balat;hardinero|katamtamang light na kulay ng balat|magsasaka|magsasaka: katamtamang light na kulay ng balat|rantsero
	🧑🏽‍🌾;magsasaka: katamtamang kulay ng balat;hardinero|katamtamang kulay ng balat|magsasaka|magsasaka: katamtamang kulay ng balat|rantsero
	🧑🏾‍🌾;magsasaka: katamtamang dark na kulay ng balat;hardinero|katamtamang dark na kulay ng balat|magsasaka|magsasaka: katamtamang dark na kulay ng balat|rantsero
	🧑🏿‍🌾;magsasaka: dark na kulay ng balat;dark na kulay ng balat|hardinero|magsasaka|magsasaka: dark na kulay ng balat|rantsero
👨‍🌾;lalaking magsasaka;hardinero|lalaki|lalaking magsasaka|magsasaka|rantsero
	👨🏻‍🌾;lalaking magsasaka: light na kulay ng balat;hardinero|lalaki|lalaking magsasaka|lalaking magsasaka: light na kulay ng balat|light na kulay ng balat|magsasaka|rantsero
	👨🏼‍🌾;lalaking magsasaka: katamtamang light na kulay ng balat;hardinero|katamtamang light na kulay ng balat|lalaki|lalaking magsasaka|lalaking magsasaka: katamtamang light na kulay ng balat|magsasaka|rantsero
	👨🏽‍🌾;lalaking magsasaka: katamtamang kulay ng balat;hardinero|katamtamang kulay ng balat|lalaki|lalaking magsasaka|lalaking magsasaka: katamtamang kulay ng balat|magsasaka|rantsero
	👨🏾‍🌾;lalaking magsasaka: katamtamang dark na kulay ng balat;hardinero|katamtamang dark na kulay ng balat|lalaki|lalaking magsasaka|lalaking magsasaka: katamtamang dark na kulay ng balat|magsasaka|rantsero
	👨🏿‍🌾;lalaking magsasaka: dark na kulay ng balat;dark na kulay ng balat|hardinero|lalaki|lalaking magsasaka|lalaking magsasaka: dark na kulay ng balat|magsasaka|rantsero
👩‍🌾;babaeng magsasaka;babae|babaeng magsasaka|hardinera|magsasaka|rantsero
	👩🏻‍🌾;babaeng magsasaka: light na kulay ng balat;babae|babaeng magsasaka|babaeng magsasaka: light na kulay ng balat|hardinera|light na kulay ng balat|magsasaka|rantsero
	👩🏼‍🌾;babaeng magsasaka: katamtamang light na kulay ng balat;babae|babaeng magsasaka|babaeng magsasaka: katamtamang light na kulay ng balat|hardinera|katamtamang light na kulay ng balat|magsasaka|rantsero
	👩🏽‍🌾;babaeng magsasaka: katamtamang kulay ng balat;babae|babaeng magsasaka|babaeng magsasaka: katamtamang kulay ng balat|hardinera|katamtamang kulay ng balat|magsasaka|rantsero
	👩🏾‍🌾;babaeng magsasaka: katamtamang dark na kulay ng balat;babae|babaeng magsasaka|babaeng magsasaka: katamtamang dark na kulay ng balat|hardinera|katamtamang dark na kulay ng balat|magsasaka|rantsero
	👩🏿‍🌾;babaeng magsasaka: dark na kulay ng balat;babae|babaeng magsasaka|babaeng magsasaka: dark na kulay ng balat|dark na kulay ng balat|hardinera|magsasaka|rantsero
🧑‍🍳;tagaluto;chef|tagaluto
	🧑🏻‍🍳;tagaluto: light na kulay ng balat;chef|light na kulay ng balat|tagaluto|tagaluto: light na kulay ng balat
	🧑🏼‍🍳;tagaluto: katamtamang light na kulay ng balat;chef|katamtamang light na kulay ng balat|tagaluto|tagaluto: katamtamang light na kulay ng balat
	🧑🏽‍🍳;tagaluto: katamtamang kulay ng balat;chef|katamtamang kulay ng balat|tagaluto|tagaluto: katamtamang kulay ng balat
	🧑🏾‍🍳;tagaluto: katamtamang dark na kulay ng balat;chef|katamtamang dark na kulay ng balat|tagaluto|tagaluto: katamtamang dark na kulay ng balat
	🧑🏿‍🍳;tagaluto: dark na kulay ng balat;chef|dark na kulay ng balat|tagaluto|tagaluto: dark na kulay ng balat
👨‍🍳;kusinero;chef|cook|kusinero|lalaki
	👨🏻‍🍳;kusinero: light na kulay ng balat;chef|cook|kusinero|kusinero: light na kulay ng balat|lalaki|light na kulay ng balat
	👨🏼‍🍳;kusinero: katamtamang light na kulay ng balat;chef|cook|katamtamang light na kulay ng balat|kusinero|kusinero: katamtamang light na kulay ng balat|lalaki
	👨🏽‍🍳;kusinero: katamtamang kulay ng balat;chef|cook|katamtamang kulay ng balat|kusinero|kusinero: katamtamang kulay ng balat|lalaki
	👨🏾‍🍳;kusinero: katamtamang dark na kulay ng balat;chef|cook|katamtamang dark na kulay ng balat|kusinero|kusinero: katamtamang dark na kulay ng balat|lalaki
