# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;barre egiten ari den aurpegia;aurpegi|barre egiten ari den aurpegia|irribarre
	🫷🏿;ezkerrerantz bultza egiten ari den eskua: 6. mota;6. mota|bostekoa|bultza|ezkerrerantz|ezkerrerantz bultza egiten ari den eskua|ezkerrerantz bultza egiten ari den eskua: 6. mota|gelditu|itxaron|sakatu|uko
🫸;eskuinerantz bultza egiten ari den eskua;bostekoa|bultza|eskuinerantz|eskuinerantz bultza egiten ari den eskua|gelditu|itxaron|sakatu|uko
	🫸🏻;eskuinerantz bultza egiten ari den eskua: 1–2. mota;1–2. mota|bostekoa|bultza|eskuinerantz|eskuinerantz bultza egiten ari den eskua|eskuinerantz bultza egiten ari den eskua: 1–2. mota|gelditu|itxaron|sakatu|uko
	🫸🏼;eskuinerantz bultza egiten ari den eskua: 3. mota;3. mota|bostekoa|bultza|eskuinerantz|eskuinerantz bultza egiten ari den eskua|eskuinerantz bultza egiten ari den eskua: 3. mota|gelditu|itxaron|sakatu|uko
	🫸🏽;eskuinerantz bultza egiten ari den eskua: bitarteko azal-tonua;bitarteko azal-tonua|bostekoa|bultza|eskuinerantz|eskuinerantz bultza egiten ari den eskua|eskuinerantz bultza egiten ari den eskua: bitarteko azal-tonua|gelditu|itxaron|sakatu|uko
	🫸🏾;eskuinerantz bultza egiten ari den eskua: 5. mota;5. mota|bostekoa|bultza|eskuinerantz|eskuinerantz bultza egiten ari den eskua|eskuinerantz bultza egiten ari den eskua: 5. mota|gelditu|itxaron|sakatu|uko
	🫸🏿;eskuinerantz bultza egiten ari den eskua: 6. mota;6. mota|bostekoa|bultza|eskuinerantz|eskuinerantz bultza egiten ari den eskua|eskuinerantz bultza egiten ari den eskua: 6. mota|gelditu|itxaron|sakatu|uko
👌;adostasuna adierazten duen eskua;ados|adostasuna adierazten duen eskua|eskua|gorputza|ok
	👌🏻;adostasuna adierazten duen eskua: 1–2. mota;1–2. mota|ados|adostasuna adierazten duen eskua|adostasuna adierazten duen eskua: 1–2. mota|eskua|gorputza|ok
	👌🏼;adostasuna adierazten duen eskua: 3. mota;3. mota|ados|adostasuna adierazten duen eskua|adostasuna adierazten duen eskua: 3. mota|eskua|gorputza|ok
	👌🏽;adostasuna adierazten duen eskua: bitarteko azal-tonua;ados|adostasuna adierazten duen eskua|adostasuna adierazten duen eskua: bitarteko azal-tonua|bitarteko azal-tonua|eskua|gorputza|ok
	👌🏾;adostasuna adierazten duen eskua: 5. mota;5. mota|ados|adostasuna adierazten duen eskua|adostasuna adierazten duen eskua: 5. mota|eskua|gorputza|ok
	👌🏿;adostasuna adierazten duen eskua: 6. mota;6. mota|ados|adostasuna adierazten duen eskua|adostasuna adierazten duen eskua: 6. mota|eskua|gorputza|ok
🤌;hatz elkartuak;elkartuta|esku-keinua|galdera|hatz elkartuak|hatzak|sarkasmoa
	🤌🏻;hatz elkartuak: 1–2. mota;1–2. mota|elkartuta|esku-keinua|galdera|hatz elkartuak|hatz elkartuak: 1–2. mota|hatzak|sarkasmoa
	🤌🏼;hatz elkartuak: 3. mota;3. mota|elkartuta|esku-keinua|galdera|hatz elkartuak|hatz elkartuak: 3. mota|hatzak|sarkasmoa
	🤌🏽;hatz elkartuak: bitarteko azal-tonua;bitarteko azal-tonua|elkartuta|esku-keinua|galdera|hatz elkartuak|hatz elkartuak: bitarteko azal-tonua|hatzak|sarkasmoa
	🤌🏾;hatz elkartuak: 5. mota;5. mota|elkartuta|esku-keinua|galdera|hatz elkartuak|hatz elkartuak: 5. mota|hatzak|sarkasmoa
	🤌🏿;hatz elkartuak: 6. mota;6. mota|elkartuta|esku-keinua|galdera|hatz elkartuak|hatz elkartuak: 6. mota|hatzak|sarkasmoa
🤏;atximurka egiten ari den eskua;atximurka egiten ari den eskua|pixka bat
	🤏🏻;atximurka egiten ari den eskua: 1–2. mota;1–2. mota|atximurka egiten ari den eskua|atximurka egiten ari den eskua: 1–2. mota|pixka bat
	🤏🏼;atximurka egiten ari den eskua: 3. mota;3. mota|atximurka egiten ari den eskua|atximurka egiten ari den eskua: 3. mota|pixka bat
	🤏🏽;atximurka egiten ari den eskua: bitarteko azal-tonua;atximurka egiten ari den eskua|atximurka egiten ari den eskua: bitarteko azal-tonua|bitarteko azal-tonua|pixka bat
	🤏🏾;atximurka egiten ari den eskua: 5. mota;5. mota|atximurka egiten ari den eskua|atximurka egiten ari den eskua: 5. mota|pixka bat
	🤏🏿;atximurka egiten ari den eskua: 6. mota;6. mota|atximurka egiten ari den eskua|atximurka egiten ari den eskua: 6. mota|pixka bat
✌️;garaipena adierazten duen eskua;eskua|garaipena|garaipena adierazten duen eskua|gorputza|v
	✌🏻;garaipena adierazten duen eskua: 1–2. mota;1–2. mota|eskua|garaipena|garaipena adierazten duen eskua|garaipena adierazten duen eskua: 1–2. mota|gorputza|v
	✌🏼;garaipena adierazten duen eskua: 3. mota;3. mota|eskua|garaipena|garaipena adierazten duen eskua|garaipena adierazten duen eskua: 3. mota|gorputza|v
	✌🏽;garaipena adierazten duen eskua: bitarteko azal-tonua;bitarteko azal-tonua|eskua|garaipena|garaipena adierazten duen eskua|garaipena adierazten duen eskua: bitarteko azal-tonua|gorputza|v
	✌🏾;garaipena adierazten duen eskua: 5. mota;5. mota|eskua|garaipena|garaipena adierazten duen eskua|garaipena adierazten duen eskua: 5. mota|gorputza|v
	✌🏿;garaipena adierazten duen eskua: 6. mota;6. mota|eskua|garaipena|garaipena adierazten duen eskua|garaipena adierazten duen eskua: 6. mota|gorputza|v
🤞;hatz gurutzatuak;eskua|gurutzatu|hatz gurutzatuak|hatza|zortea
	🤞🏻;hatz gurutzatuak: 1–2. mota;1–2. mota|eskua|gurutzatu|hatz gurutzatuak|hatz gurutzatuak: 1–2. mota|hatza|zortea
	🤞🏼;hatz gurutzatuak: 3. mota;3. mota|eskua|gurutzatu|hatz gurutzatuak|hatz gurutzatuak: 3. mota|hatza|zortea
	🤞🏽;hatz gurutzatuak: bitarteko azal-tonua;bitarteko azal-tonua|eskua|gurutzatu|hatz gurutzatuak|hatz gurutzatuak: bitarteko azal-tonua|hatza|zortea
	🤞🏾;hatz gurutzatuak: 5. mota;5. mota|eskua|gurutzatu|hatz gurutzatuak|hatz gurutzatuak: 5. mota|hatza|zortea
	🤞🏿;hatz gurutzatuak: 6. mota;6. mota|eskua|gurutzatu|hatz gurutzatuak|hatz gurutzatuak: 6. mota|hatza|zortea
🫰;erakuslea eta erpurua gurutzatuta;bihotza|dirua|erakuslea eta erpurua gurutzatuta|erakuslea eta erpurua gurutzatuta dauzkan eskua|garestia|klask|klaskatu|kriskitin|maitasuna
	🫰🏻;erakuslea eta erpurua gurutzatuta: 1–2. mota;1–2. mota|bihotza|dirua|erakuslea eta erpurua gurutzatuta|erakuslea eta erpurua gurutzatuta dauzkan eskua|erakuslea eta erpurua gurutzatuta: 1–2. mota|garestia|klask|klaskatu|kriskitin|maitasuna
	🫰🏼;erakuslea eta erpurua gurutzatuta: 3. mota;3. mota|bihotza|dirua|erakuslea eta erpurua gurutzatuta|erakuslea eta erpurua gurutzatuta dauzkan eskua|erakuslea eta erpurua gurutzatuta: 3. mota|garestia|klask|klaskatu|kriskitin|maitasuna
	🫰🏽;erakuslea eta erpurua gurutzatuta: bitarteko azal-tonua;bihotza|bitarteko azal-tonua|dirua|erakuslea eta erpurua gurutzatuta|erakuslea eta erpurua gurutzatuta dauzkan eskua|erakuslea eta erpurua gurutzatuta: bitarteko azal-tonua|garestia|klask|klaskatu|kriskitin|maitasuna
	🫰🏾;erakuslea eta erpurua gurutzatuta: 5. mota;5. mota|bihotza|dirua|erakuslea eta erpurua gurutzatuta|erakuslea eta erpurua gurutzatuta dauzkan eskua|erakuslea eta erpurua gurutzatuta: 5. mota|garestia|klask|klaskatu|kriskitin|maitasuna
	🫰🏿;erakuslea eta erpurua gurutzatuta: 6. mota;6. mota|bihotza|dirua|erakuslea eta erpurua gurutzatuta|erakuslea eta erpurua gurutzatuta dauzkan eskua|erakuslea eta erpurua gurutzatuta: 6. mota|garestia|klask|klaskatu|kriskitin|maitasuna
🤟;adarren keinua;adarren keinua|eskua
	🤟🏻;adarren keinua: 1–2. mota;1–2. mota|adarren keinua|adarren keinua: 1–2. mota|eskua
	🤟🏼;adarren keinua: 3. mota;3. mota|adarren keinua|adarren keinua: 3. mota|eskua
	🤟🏽;adarren keinua: bitarteko azal-tonua;adarren keinua|adarren keinua: bitarteko azal-tonua|bitarteko azal-tonua|eskua
	🤟🏾;adarren keinua: 5. mota;5. mota|adarren keinua|adarren keinua: 5. mota|eskua
	🤟🏿;adarren keinua: 6. mota;6. mota|adarren keinua|adarren keinua: 6. mota|eskua
🤘;adarrak adierazten dituen eskua;adarra|adarrak adierazten dituen eskua|eskua|gorputza|hatza
	🤘🏻;adarrak adierazten dituen eskua: 1–2. mota;1–2. mota|adarra|adarrak adierazten dituen eskua|adarrak adierazten dituen eskua: 1–2. mota|eskua|gorputza|hatza
	🤘🏼;adarrak adierazten dituen eskua: 3. mota;3. mota|adarra|adarrak adierazten dituen eskua|adarrak adierazten dituen eskua: 3. mota|eskua|gorputza|hatza
	🤘🏽;adarrak adierazten dituen eskua: bitarteko azal-tonua;adarra|adarrak adierazten dituen eskua|adarrak adierazten dituen eskua: bitarteko azal-tonua|bitarteko azal-tonua|eskua|gorputza|hatza
	🤘🏾;adarrak adierazten dituen eskua: 5. mota;5. mota|adarra|adarrak adierazten dituen eskua|adarrak adierazten dituen eskua: 5. mota|eskua|gorputza|hatza
	🤘🏿;adarrak adierazten dituen eskua: 6. mota;6. mota|adarra|adarrak adierazten dituen eskua|adarrak adierazten dituen eskua: 6. mota|eskua|gorputza|hatza
🤙;deitzeko esku-keinua;deitu|deitzeko esku-keinua|eskua
	🤙🏻;deitzeko esku-keinua: 1–2. mota;1–2. mota|deitu|deitzeko esku-keinua|deitzeko esku-keinua: 1–2. mota|eskua
	🤙🏼;deitzeko esku-keinua: 3. mota;3. mota|deitu|deitzeko esku-keinua|deitzeko esku-keinua: 3. mota|eskua
	🤙🏽;deitzeko esku-keinua: bitarteko azal-tonua;bitarteko azal-tonua|deitu|deitzeko esku-keinua|deitzeko esku-keinua: bitarteko azal-tonua|eskua
	🤙🏾;deitzeko esku-keinua: 5. mota;5. mota|deitu|deitzeko esku-keinua|deitzeko esku-keinua: 5. mota|eskua
	🤙🏿;deitzeko esku-keinua: 6. mota;6. mota|deitu|deitzeko esku-keinua|deitzeko esku-keinua: 6. mota|eskua
👈;ezkerrera seinalatzen ari den hatz erakuslea;erakusle|esku|ezkerrera seinalatzen ari den hatz erakuslea|hatz|seinalatu
	👈🏻;ezkerrera seinalatzen ari den hatz erakuslea: 1–2. mota;1–2. mota|erakusle|esku|ezkerrera seinalatzen ari den hatz erakuslea|ezkerrera seinalatzen ari den hatz erakuslea: 1–2. mota|hatz|seinalatu
	👈🏼;ezkerrera seinalatzen ari den hatz erakuslea: 3. mota;3. mota|erakusle|esku|ezkerrera seinalatzen ari den hatz erakuslea|ezkerrera seinalatzen ari den hatz erakuslea: 3. mota|hatz|seinalatu
	👈🏽;ezkerrera seinalatzen ari den hatz erakuslea: bitarteko azal-tonua;bitarteko azal-tonua|erakusle|esku|ezkerrera seinalatzen ari den hatz erakuslea|ezkerrera seinalatzen ari den hatz erakuslea: bitarteko azal-tonua|hatz|seinalatu
	👈🏾;ezkerrera seinalatzen ari den hatz erakuslea: 5. mota;5. mota|erakusle|esku|ezkerrera seinalatzen ari den hatz erakuslea|ezkerrera seinalatzen ari den hatz erakuslea: 5. mota|hatz|seinalatu
	👈🏿;ezkerrera seinalatzen ari den hatz erakuslea: 6. mota;6. mota|erakusle|esku|ezkerrera seinalatzen ari den hatz erakuslea|ezkerrera seinalatzen ari den hatz erakuslea: 6. mota|hatz|seinalatu
👉;eskuinera seinalatzen ari den hatz erakuslea;erakusle|esku|eskuinera seinalatzen ari den hatz erakuslea|hatz|seinalatu
	👉🏻;eskuinera seinalatzen ari den hatz erakuslea: 1–2. mota;1–2. mota|erakusle|esku|eskuinera seinalatzen ari den hatz erakuslea|eskuinera seinalatzen ari den hatz erakuslea: 1–2. mota|hatz|seinalatu
	👉🏼;eskuinera seinalatzen ari den hatz erakuslea: 3. mota;3. mota|erakusle|esku|eskuinera seinalatzen ari den hatz erakuslea|eskuinera seinalatzen ari den hatz erakuslea: 3. mota|hatz|seinalatu
	👉🏽;eskuinera seinalatzen ari den hatz erakuslea: bitarteko azal-tonua;bitarteko azal-tonua|erakusle|esku|eskuinera seinalatzen ari den hatz erakuslea|eskuinera seinalatzen ari den hatz erakuslea: bitarteko azal-tonua|hatz|seinalatu
	👉🏾;eskuinera seinalatzen ari den hatz erakuslea: 5. mota;5. mota|erakusle|esku|eskuinera seinalatzen ari den hatz erakuslea|eskuinera seinalatzen ari den hatz erakuslea: 5. mota|hatz|seinalatu
	👉🏿;eskuinera seinalatzen ari den hatz erakuslea: 6. mota;6. mota|erakusle|esku|eskuinera seinalatzen ari den hatz erakuslea|eskuinera seinalatzen ari den hatz erakuslea: 6. mota|hatz|seinalatu
👆;gora seinalatzen ari den hatza;erakusle|esku|gora seinalatzen ari den hatz erakuslearen atzealdea|gora seinalatzen ari den hatza|hatz|seinalatu
	👆🏻;gora seinalatzen ari den hatza: 1–2. mota;1–2. mota|erakusle|esku|gora seinalatzen ari den hatz erakuslearen atzealdea|gora seinalatzen ari den hatza|gora seinalatzen ari den hatza: 1–2. mota|hatz|seinalatu
	👆🏼;gora seinalatzen ari den hatza: 3. mota;3. mota|erakusle|esku|gora seinalatzen ari den hatz erakuslearen atzealdea|gora seinalatzen ari den hatza|gora seinalatzen ari den hatza: 3. mota|hatz|seinalatu
	👆🏽;gora seinalatzen ari den hatza: bitarteko azal-tonua;bitarteko azal-tonua|erakusle|esku|gora seinalatzen ari den hatz erakuslearen atzealdea|gora seinalatzen ari den hatza|gora seinalatzen ari den hatza: bitarteko azal-tonua|hatz|seinalatu
	👆🏾;gora seinalatzen ari den hatza: 5. mota;5. mota|erakusle|esku|gora seinalatzen ari den hatz erakuslearen atzealdea|gora seinalatzen ari den hatza|gora seinalatzen ari den hatza: 5. mota|hatz|seinalatu
	👆🏿;gora seinalatzen ari den hatza: 6. mota;6. mota|erakusle|esku|gora seinalatzen ari den hatz erakuslearen atzealdea|gora seinalatzen ari den hatza|gora seinalatzen ari den hatza: 6. mota|hatz|seinalatu
🖕;erdiko hatza;erdiko hatza|esku|gorputz|hatz
	🖕🏻;erdiko hatza: 1–2. mota;1–2. mota|erdiko hatza|erdiko hatza: 1–2. mota|esku|gorputz|hatz
	🖕🏼;erdiko hatza: 3. mota;3. mota|erdiko hatza|erdiko hatza: 3. mota|esku|gorputz|hatz
	🖕🏽;erdiko hatza: bitarteko azal-tonua;bitarteko azal-tonua|erdiko hatza|erdiko hatza: bitarteko azal-tonua|esku|gorputz|hatz
	🖕🏾;erdiko hatza: 5. mota;5. mota|erdiko hatza|erdiko hatza: 5. mota|esku|gorputz|hatz
	🖕🏿;erdiko hatza: 6. mota;6. mota|erdiko hatza|erdiko hatza: 6. mota|esku|gorputz|hatz
👇;behera seinalatzen ari den hatza;behera seinalatzen ari den hatz erakuslearen atzealdea|behera seinalatzen ari den hatza|erakusle|esku|hatz|seinalatu
	👇🏻;behera seinalatzen ari den hatza: 1–2. mota;1–2. mota|behera seinalatzen ari den hatz erakuslearen atzealdea|behera seinalatzen ari den hatza|behera seinalatzen ari den hatza: 1–2. mota|erakusle|esku|hatz|seinalatu
	👇🏼;behera seinalatzen ari den hatza: 3. mota;3. mota|behera seinalatzen ari den hatz erakuslearen atzealdea|behera seinalatzen ari den hatza|behera seinalatzen ari den hatza: 3. mota|erakusle|esku|hatz|seinalatu
	👇🏽;behera seinalatzen ari den hatza: bitarteko azal-tonua;behera seinalatzen ari den hatz erakuslearen atzealdea|behera seinalatzen ari den hatza|behera seinalatzen ari den hatza: bitarteko azal-tonua|bitarteko azal-tonua|erakusle|esku|hatz|seinalatu
	👇🏾;behera seinalatzen ari den hatza: 5. mota;5. mota|behera seinalatzen ari den hatz erakuslearen atzealdea|behera seinalatzen ari den hatza|behera seinalatzen ari den hatza: 5. mota|erakusle|esku|hatz|seinalatu
	👇🏿;behera seinalatzen ari den hatza: 6. mota;6. mota|behera seinalatzen ari den hatz erakuslearen atzealdea|behera seinalatzen ari den hatza|behera seinalatzen ari den hatza: 6. mota|erakusle|esku|hatz|seinalatu
☝️;gora seinalatzen ari den hatz erakuslea;erakusle|esku|gora seinalatzen ari den hatz erakuslea|hatz|seinalatu
	☝🏻;gora seinalatzen ari den hatz erakuslea: 1–2. mota;1–2. mota|erakusle|esku|gora seinalatzen ari den hatz erakuslea|gora seinalatzen ari den hatz erakuslea: 1–2. mota|hatz|seinalatu
	☝🏼;gora seinalatzen ari den hatz erakuslea: 3. mota;3. mota|erakusle|esku|gora seinalatzen ari den hatz erakuslea|gora seinalatzen ari den hatz erakuslea: 3. mota|hatz|seinalatu
	☝🏽;gora seinalatzen ari den hatz erakuslea: bitarteko azal-tonua;bitarteko azal-tonua|erakusle|esku|gora seinalatzen ari den hatz erakuslea|gora seinalatzen ari den hatz erakuslea: bitarteko azal-tonua|hatz|seinalatu
	☝🏾;gora seinalatzen ari den hatz erakuslea: 5. mota;5. mota|erakusle|esku|gora seinalatzen ari den hatz erakuslea|gora seinalatzen ari den hatz erakuslea: 5. mota|hatz|seinalatu
	☝🏿;gora seinalatzen ari den hatz erakuslea: 6. mota;6. mota|erakusle|esku|gora seinalatzen ari den hatz erakuslea|gora seinalatzen ari den hatz erakuslea: 6. mota|hatz|seinalatu
🫵;ikusleari seinalatzen dion erakuslea;ikusleari seinalatzen dion erakuslea|seinalatu|zu
	🫵🏻;ikusleari seinalatzen dion erakuslea: 1–2. mota;1–2. mota|ikusleari seinalatzen dion erakuslea|ikusleari seinalatzen dion erakuslea: 1–2. mota|seinalatu|zu
	🫵🏼;ikusleari seinalatzen dion erakuslea: 3. mota;3. mota|ikusleari seinalatzen dion erakuslea|ikusleari seinalatzen dion erakuslea: 3. mota|seinalatu|zu
	🫵🏽;ikusleari seinalatzen dion erakuslea: bitarteko azal-tonua;bitarteko azal-tonua|ikusleari seinalatzen dion erakuslea|ikusleari seinalatzen dion erakuslea: bitarteko azal-tonua|seinalatu|zu
	🫵🏾;ikusleari seinalatzen dion erakuslea: 5. mota;5. mota|ikusleari seinalatzen dion erakuslea|ikusleari seinalatzen dion erakuslea: 5. mota|seinalatu|zu
	🫵🏿;ikusleari seinalatzen dion erakuslea: 6. mota;6. mota|ikusleari seinalatzen dion erakuslea|ikusleari seinalatzen dion erakuslea: 6. mota|seinalatu|zu
👍;erpurua gora;erpurua|eskua|gora|gorputza
	👍🏻;erpurua gora: 1–2. mota;1–2. mota|erpurua|erpurua gora: 1–2. mota|eskua|gora|gorputza
	👍🏼;erpurua gora: 3. mota;3. mota|erpurua|erpurua gora: 3. mota|eskua|gora|gorputza
	👍🏽;erpurua gora: bitarteko azal-tonua;bitarteko azal-tonua|erpurua|erpurua gora: bitarteko azal-tonua|eskua|gora|gorputza
	👍🏾;erpurua gora: 5. mota;5. mota|erpurua|erpurua gora: 5. mota|eskua|gora|gorputza
	👍🏿;erpurua gora: 6. mota;6. mota|erpurua|erpurua gora: 6. mota|eskua|gora|gorputza
👎;erpurua behera;behera|erpurua|eskua|gorputza
	👎🏻;erpurua behera: 1–2. mota;1–2. mota|behera|erpurua|erpurua behera: 1–2. mota|eskua|gorputza
	👎🏼;erpurua behera: 3. mota;3. mota|behera|erpurua|erpurua behera: 3. mota|eskua|gorputza
	👎🏽;erpurua behera: bitarteko azal-tonua;behera|bitarteko azal-tonua|erpurua|erpurua behera: bitarteko azal-tonua|eskua|gorputza
	👎🏾;erpurua behera: 5. mota;5. mota|behera|erpurua|erpurua behera: 5. mota|eskua|gorputza
	👎🏿;erpurua behera: 6. mota;6. mota|behera|erpurua|erpurua behera: 6. mota|eskua|gorputza
✊;ukabil altxatua;eskua|estutu|ukabil altxatua|ukabila|ukabilkada
	✊🏻;ukabil altxatua: 1–2. mota;1–2. mota|eskua|estutu|ukabil altxatua|ukabil altxatua: 1–2. mota|ukabila|ukabilkada
	✊🏼;ukabil altxatua: 3. mota;3. mota|eskua|estutu|ukabil altxatua|ukabil altxatua: 3. mota|ukabila|ukabilkada
	✊🏽;ukabil altxatua: bitarteko azal-tonua;bitarteko azal-tonua|eskua|estutu|ukabil altxatua|ukabil altxatua: bitarteko azal-tonua|ukabila|ukabilkada
	✊🏾;ukabil altxatua: 5. mota;5. mota|eskua|estutu|ukabil altxatua|ukabil altxatua: 5. mota|ukabila|ukabilkada
	✊🏿;ukabil altxatua: 6. mota;6. mota|eskua|estutu|ukabil altxatua|ukabil altxatua: 6. mota|ukabila|ukabilkada
👊;ukabilkada;eskua|estutu|gorputza|ukabila|ukabilkada
	👊🏻;ukabilkada: 1–2. mota;1–2. mota|eskua|estutu|gorputza|ukabila|ukabilkada|ukabilkada: 1–2. mota
	👊🏼;ukabilkada: 3. mota;3. mota|eskua|estutu|gorputza|ukabila|ukabilkada|ukabilkada: 3. mota
	👊🏽;ukabilkada: bitarteko azal-tonua;bitarteko azal-tonua|eskua|estutu|gorputza|ukabila|ukabilkada|ukabilkada: bitarteko azal-tonua
	👊🏾;ukabilkada: 5. mota;5. mota|eskua|estutu|gorputza|ukabila|ukabilkada|ukabilkada: 5. mota
	👊🏿;ukabilkada: 6. mota;6. mota|eskua|estutu|gorputza|ukabila|ukabilkada|ukabilkada: 6. mota
🤛;ukabila ezkerrera begira;ezkerrera|ukabila|ukabila ezkerrera begira
	🤛🏻;ukabila ezkerrera begira: 1–2. mota;1–2. mota|ezkerrera|ukabila|ukabila ezkerrera begira|ukabila ezkerrera begira: 1–2. mota
	🤛🏼;ukabila ezkerrera begira: 3. mota;3. mota|ezkerrera|ukabila|ukabila ezkerrera begira|ukabila ezkerrera begira: 3. mota
	🤛🏽;ukabila ezkerrera begira: bitarteko azal-tonua;bitarteko azal-tonua|ezkerrera|ukabila|ukabila ezkerrera begira|ukabila ezkerrera begira: bitarteko azal-tonua
	🤛🏾;ukabila ezkerrera begira: 5. mota;5. mota|ezkerrera|ukabila|ukabila ezkerrera begira|ukabila ezkerrera begira: 5. mota
	🤛🏿;ukabila ezkerrera begira: 6. mota;6. mota|ezkerrera|ukabila|ukabila ezkerrera begira|ukabila ezkerrera begira: 6. mota
🤜;ukabila eskuinera begira;eskuinera|ukabila|ukabila eskuinera begira
	🤜🏻;ukabila eskuinera begira: 1–2. mota;1–2. mota|eskuinera|ukabila|ukabila eskuinera begira|ukabila eskuinera begira: 1–2. mota
	🤜🏼;ukabila eskuinera begira: 3. mota;3. mota|eskuinera|ukabila|ukabila eskuinera begira|ukabila eskuinera begira: 3. mota
	🤜🏽;ukabila eskuinera begira: bitarteko azal-tonua;bitarteko azal-tonua|eskuinera|ukabila|ukabila eskuinera begira|ukabila eskuinera begira: bitarteko azal-tonua
	🤜🏾;ukabila eskuinera begira: 5. mota;5. mota|eskuinera|ukabila|ukabila eskuinera begira|ukabila eskuinera begira: 5. mota
	🤜🏿;ukabila eskuinera begira: 6. mota;6. mota|eskuinera|ukabila|ukabila eskuinera begira|ukabila eskuinera begira: 6. mota
👏;txaloka ari diren eskuak;esku|gorputz|txalo|txaloka ari diren eskuak
	👏🏻;txaloka ari diren eskuak: 1–2. mota;1–2. mota|esku|gorputz|txalo|txaloka ari diren eskuak|txaloka ari diren eskuak: 1–2. mota
	👏🏼;txaloka ari diren eskuak: 3. mota;3. mota|esku|gorputz|txalo|txaloka ari diren eskuak|txaloka ari diren eskuak: 3. mota
	👏🏽;txaloka ari diren eskuak: bitarteko azal-tonua;bitarteko azal-tonua|esku|gorputz|txalo|txaloka ari diren eskuak|txaloka ari diren eskuak: bitarteko azal-tonua
